brief_name,eng_name,name
-1,"PHUTHA CO., LTD",CÔNG TY TNHH MỘT THÀNH VIÊN SẢN XUẤT THƯƠNG MẠI PHÚ THÁI
THINH PHAT TRADING AND SOLUTION ENGINEERING COMPANY LIMITED,THINH PHAT TRADING AND SOLUTION ENGINEERING COMPANY LIMITED,CÔNG TY TNHH THƯƠNG MẠI VÀ GIẢI PHÁP KỸ THUẬT THỊNH PHÁT
CÔNG TY TNHH HIỆP THÀNH PHÁT,CÔNG TY TNHH HIỆP THÀNH PHÁT,CÔNG TY TRÁCH NHIỆM HỮU HẠN THƯƠNG MẠI HIỆP THÀNH PHÁT
THE WORLDLINK HA NAM NINH COMPANY LIMITED,THE WORLDLINK HA NAM NINH COMPANY LIMITED,CÔNG TY TNHH THE WORLDLINK HÀ NAM NINH
-1,-1,CÔNG TY TNHH XÂY DỰNG TỔNG HỢP NHẬT SƠN
-1,-1,CÔNG TY TRÁCH NHIỆM HỮU HẠN RƯỢU TRƯỜNG SƠN
BLT ELEVATOR AND EQUIPMENTS JSC,BLT ELEVATOR AND EQUIPMENTS JSC,CÔNG TY CỔ PHẦN THANG MÁY VÀ THIẾT BỊ BLT
-1,-1,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ CHÂU SƠN
"NEW HOME TRADSEIN ., JSC","NEW HOME TRADSEIN ., JSC",CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ NỘI THẤT NHÀ MỚI
-1,-1,CÔNG TY TNHH TM DV XÂY DỰNG QUANG DŨNG QDF
PHAM DINH TRADING AND PRODUCTION COMPANY LIMITED,PHAM DINH TRADING AND PRODUCTION COMPANY LIMITED,CÔNG TY TNHH THƯƠNG MẠI VÀ SẢN XUẤT PHẠM ĐÌNH
-1,"HAI DUONG PHI LONG CO.,LTD",CÔNG TY TNHH PHI LONG HẢI DƯƠNG
-1,MINH TAM FASHION COMPANY LIMITED,CÔNG TY TNHH THỜI TRANG MINH TÂM
CÔNG TY TNHH DỊCH VỤ BẢO VỆ THÁI DƯƠNG HỆ,CÔNG TY TNHH DỊCH VỤ BẢO VỆ THÁI DƯƠNG HỆ,CÔNG TY TNHH DỊCH VỤ BẢO VỆ THÁI DƯƠNG HỆ
"GSP HANA CO.,LTD",GSP HANA COMPANY LIMITED,CÔNG TY TNHH GSP HANA
-1,-1,CÔNG TY TNHH THƯƠNG MẠI TỔNG HỢP THÀNH GIANG
"THAN TAN THANH PHAT CO.,LTD","THAN TAN THANH PHAT CO.,LTD",CÔNG TY TNHH THAN TÂN THÀNH PHÁT
-1,-1,CÔNG TY TNHH LAVISSON
THO THANG SERVICE TRADING INVESTMENT CORPORATION,THO THANG SERVICE TRADING INVESTMENT CORPORATION,CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI DỊCH VỤ THỌ THẮNG
"BEYOND., JSC",Beyond Joint Stock Company,Công Ty Cổ Phần Beyond
TRUNG TÂM ĐÀO TẠO THEO NHU CẦU VIETEDU,VIETEDU EDUCATION SERVICES TRADING COMPANY LIMITED,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ GIÁO DỤC VIETEDU
-1,ZINTEX PAINT JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN SƠN ZINTEX
-1,HOANG KIM GROUP CORPORATION,CÔNG TY CỔ PHẦN HOÀNG KIM GROUP
TRAN THAI GIA HAN LIMITED COMPANY MEMBER,TRAN THAI GIA HAN LIMITED COMPANY MEMBER,CÔNG TY TNHH MỘT THÀNH VIÊN TRẦN THÁI GIA HÂN
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN KHAI THÁC CÔNG TRÌNH THỦY LỢI NAM KHÁNH HÒA-VĂN PHÒNG ĐẠI DIỆN NHA TRANG
TAM AN VIEN COMPANY LIMITED,TAM AN VIEN COMPANY LIMITED,CÔNG TY TNHH MỘT THÀNH VIÊN TÂM AN VIÊN
HONG PHUC MEDICINE COMPANY LIMITED,HONG PHUC MEDICINE COMPANY LIMITED,CÔNG TY TNHH Y HỌC HỒNG PHÚC
"SILADO CO., LTD","SILADO CO., LTD",CÔNG TY TNHH ĐẦU TƯ VÀ DU LỊCH SI LÁ ĐỎ
"AN HUNG KHOA SX TM DV CO.,LTD",AN HUNG KHOA SX TM DV COMPANY LIMITED,CÔNG TY TNHH SX TM DV AN HƯNG KHOA
-1,CÔNG TY TNHH ĐƯỜNG HỒNG,CÔNG TY TRÁCH NHIỆM HỮU HẠN ĐƯỜNG HỒNG
-1,UNIVERSAL LOGISTICS COMPANY LIMITED,CÔNG TY TNHH TIẾP VẬN VŨ TRỤ
-1,-1,CÔNG TY CỔ PHẦN BIFI
-1,-1,CÔNG TY TNHH DỊCH VỤ THƯƠNG MẠI TỔNG HỢP BẮC THĂNG LONG
-1,-1,CÔNG TY TNHH THƯƠNG MẠI & DỊCH VỤ KỸ THUẬT MINH ĐẠT THÀNH
OVAL DESIGN COMPANY LIMITED,OVAL DESIGN COMPANY LIMITED,CÔNG TY TNHH OVAL DESIGN
-1,-1,CÔNG TY CỔ PHẦN CHẾ TẠO THIẾT BỊ ĐIỆN VIỆT NAM
-1,-1,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ THƯƠNG MẠI TÂN THÀNH MỸ
AN TIEN NHA TRANG COMPANY LIMITED,AN TIEN NHA TRANG COMPANY LIMITED,CÔNG TY TNHH AN TIÊN NHA TRANG
"ISHIN .,JSC","ISHIN .,JSC",CÔNG TY CỔ PHẦN DU HỌC VÀ XÚC TIẾN ĐẦU TƯ ISHIN
-1,-1,CÔNG TY TNHH TƯ VẤN & DỊCH VỤ ĐOÀN KẾT
-1,"TOPTONE VIETNAM CO.,LTD",CÔNG TY TNHH TOPTONE VIỆT NAM
CTY TNHH TM & DV PHÂN PHỐI THỰC PHẨM HỮU ĐẠT,CTY TNHH TM & DV PHÂN PHỐI THỰC PHẨM HỮU ĐẠT,CÔNG TY TNHH THƯƠNG MẠI & DỊCH VỤ PHÂN PHỐI THỰC PHẨM HỮU ĐẠT
-1,-1,CÔNG TY CỔ PHẦN KỸ THƯƠNG TOÀN CẦU
-1,-1,CÔNG TY TNHH ĐÀO DUY SÁU
"VIET NHAT VINA COMPOSITE CO.,LTD",Viet Nhat Vina Composite Company Limited,Công Ty TNHH Composite Việt Nhật Vina
-1,-1,CÔNG TY TNHH DỊCH VỤ THƯƠNG MẠI A3
-1,-1,Công Ty TNHH Lạc Thương Viễn Đông
QUẢNG CÁO XUÂN BÁ,QUẢNG CÁO XUÂN BÁ,CÔNG TY TNHH MỘT THÀNH VIÊN QUẢNG CÁO IN ẤN XUÂN BÁ
-1,-1,CÔNG TY TNHH HƯNG THỊNH M & E
-1,-1,CÔNG TY TRÁCH NHIỆM HỮU HẠN THƯƠNG MẠI VẬN TẢI THÀNH SƠN
-1,HA PHUONG THAO INVCONS,Công Ty TNHH Đầu Tư Và Xây Dựng Hà Phương Thảo
-1,-1,CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG VÀ KHAI THÁC MỎ - CHI NHÁNH HÀ NỘI
-1,"DORADO VIET NAM CO.,LTD",CÔNG TY TNHH MỘT THÀNH VIÊN DORADO VIỆT NAM
-1,-1,CÔNG TY CỔ PHẦN TRUNG THẠCH ĐĂK LĂK - CHI NHÁNH TRUNG THẠCH 3
-1,-1,CÔNG TY TNHH XD - TM DỊCH VỤ NHÂN ĐỨC
-1,3P ASIA JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN 3P CHÂU Á
-1,-1,CÔNG TY TNHH THƯƠNG MẠI VÀ VẬN TẢI MINH HUỆ
-1,-1,CÔNG TY TNHH MTV TM & DV PHÚ LỘC NT
"GOLDEN FIELD INTERNATIONAL CO.,LTD","GOLDEN FIELD INTERNATIONAL CO.,LTD",CÔNG TY TNHH MỘT THÀNH VIÊN QUỐC TẾ CÁNH ĐỒNG VÀNG
-1,"TK INSTRUMENTS CO., LTD",CÔNG TY TNHH THIẾT BỊ KHOA HỌC KỸ THUẬT THÀNH KHOA
WEST POINT CONSULTING,WEST POINT CONSULTING,CÔNG TY TNHH WEST POINT CONSULTING VIETNAM
-1,ABEY DONA COMPANY LIMITED,CÔNG TY TNHH ABEY DONA
CÔNG TY TNHH PHÚC TOÀN THỊNH,CÔNG TY TNHH PHÚC TOÀN THỊNH,CÔNG TY TRÁCH NHIỆM HỮU HẠN THƯƠNG MẠI PHÚC TOÀN THỊNH
"COLOSSAL MUSIC ADVERTISING CO.,LTD","COLOSSAL MUSIC ADVERTISING CO.,LTD",CÔNG TY TNHH QUẢNG CÁO ÂM NHẠC KHỔNG LỒ
"HQTR CO.,LTD","HQTR CO.,LTD",CÔNG TY TNHH VẬN TẢI HÀO QUANG
-1,-1,CÔNG TY TNHH XÂY DỰNG AN LỘC PHÁT
-1,-1,CÔNG TY CỔ PHẦN TƯ VẤN VÀ CUNG CẤP THÔNG TIN TRÍ MỸ
JIN LONG PRINTING (VIET NAM),JIN LONG PRINTING (VIET NAM),CÔNG TY TNHH JIN LONG PRINTING (VIET NAM)
-1,-1,CÔNG TY TNHH ANH MINH BẮC GIANG
-1,"VIET MOTOR WORLD CO., LTD",CÔNG TY TNHH THƯƠNG MẠI THẾ GIỚI MÔ TÔ VIỆT
M&D GREEN LIFE LIMITED COMPANY,M&D GREEN LIFE LIMITED COMPANY,CÔNG TY TNHH M&AMP;D GREEN LIFE
HA LIEN GENERAL TRADING COMPANY LIMITED,HA LIEN GENERAL TRADING COMPANY LIMITED,CÔNG TY TNHH THƯƠNG MẠI TỔNG HỢP HÀ LIÊN
-1,-1,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ TÂN THÌN
-1,-1,CÔNG TY TNHH MTV XUÂN THUỶ
-1,-1,CÔNG TY TNHH THƯƠNG MẠI VÀ SẢN XUẤT HOÀNG PHÚ
-1,"POWER CONNECTION CO.,LTD",CÔNG TY TNHH POWER CONNECTION
-1,-1,CÔNG TY CỔ PHẦN ANH TRANG
A B I CORP,A B I CORP,CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHỆ MỚI AN BÌNH
-1,-1,CÔNG TY TNHH TOÀN CẦU KINH VĨ
-1,"PHUC AN HANDICRAFTS WOOD CO.,LTD",CÔNG TY TNHH DỊCH VỤ THƯƠNG MẠI GỖ MỸ NGHỆ PHÚC AN
"HOANG MAI 3D CO.,LTD","HOANG MAI 3D CO.,LTD",CÔNG TY TNHH QUẢNG CÁO VÀ TỔ CHỨC SỰ KIỆN HOÀNG MAI 3D
-1,EMA ENGINEERING COMPANY LIMITED,CÔNG TY TNHH EMA ENGINEERING
CTY TNHH DV & TM TÂN TIẾN PHÁT,CTY TNHH DV & TM TÂN TIẾN PHÁT,CÔNG TY TNHH DỊCH VỤ VÀ THƯƠNG MẠI TÂN TIẾN PHÁT
"MINDWORK CO.,LTD",Mindwork Company Limited,Công Ty TNHH Mindwork
"GLOBAL FILTER PRESS CO.,LTD",GLOBAL FILTER PRESS COMPANY LIMITED,Công Ty TNHH Máy Ép Khung Bản Toàn Cầu
-1,-1,CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI & DỊCH VỤ PHÚ CƯỜNG
"PHAT HUNG SAI GON CO., LTD � BA RIA BRANCH",-1,CÔNG TY TNHH PHÁT HƯNG SÀI GÒN � CHI NHÁNH BÀ RỊA
-1,-1,CÔNG TY TNHH GIẢI TRÍ 162
"DAI PHU THINH INVEST TRADING SERVICE CO.,LTD","DAI PHU THINH INVEST TRADING SERVICE CO.,LTD",CÔNG TY TRÁCH NHIỆM HỮU HẠN ĐẦU TƯ THƯƠNG MẠI DỊCH VỤ ĐẠI PHÚ THỊNH
ASEAN EUROPE XNK & TM JOINT STOCK COMPANY,ASEAN EUROPE XNK & TM JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN XNK & TM Á ÂU
TTD INVESTMENT JSC,Ttd Agricul Tural Joint Stock Company,Công Ty Cổ Phần Nông Nghiệp Ttd
-1,-1,CÔNG TY TRÁCH NHIỆM HỮU HẠN DỊCH VỤ DU LỊCH THIÊN LỘC
-1,-1,CÔNG TY TNHH NỘI THẤT THÀNH NGHỆ
DONG ANH COMPUTING TECHNOLOGY DEVELOPMENT COMPANY LIMITED,DONG ANH COMPUTING TECHNOLOGY DEVELOPMENT COMPANY LIMITED,CÔNG TY TNHH PHÁT TRIỂN CÔNG NGHỆ TIN HỌC ĐÔNG ANH
-1,DAI THANH NAM PRODUCTION AND CONSTRUCTION COMPANY LIMITED,CÔNG TY TNHH SẢN XUẤT VÀ XÂY DỰNG ĐẠI THÀNH NAM
"OPTIRES CO., LTD",Optires Company Limited,Công Ty TNHH Optires
"BOTADA CO.,LTD",Botada Trading And Production Company Limited,Công Ty TNHH Thương Mại Và Sản Xuất Botada
-1,-1,CÔNG TY TNHH THƯƠNG MẠI VẬN TẢI XUẤT NHẬP KHẨU PHƯỚC GIANG
"NTS INDUSTRIES CO., LTD","NTS INDUSTRIES CO., LTD",CÔNG TY TNHH THƯƠNG MẠI CÔNG NGHIỆP VÀ DỊCH VỤ KỸ THUẬT NAM THÁI SƠN
-1,-1,CÔNG TY TNHH THƯƠNG MẠI VÀ XÂY DỰNG KHÁNH VIỆT
-1,"NINE VIETNAM CO., LTD",CÔNG TY TNHH NINE VIỆT NAM
"TUE AN TAX CO.,LTD",TUE AN TAX CONSULTING SERVICE COMPANY LIMITED,CÔNG TY TNHH DỊCH VỤ TƯ VẤN THUẾ TUỆ AN
OCEAN EXPLOITED TRANSPORTATION SERVICE JOINT STOCK COMPANY,Ocean Exploited Transportation Service Joint Stock Company,Công Ty Cổ Phần Khai Thác Dịch Vụ Vận Tải Đại Dương
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN NGUYÊN MAI LINH
-1,-1,CÔNG TY TNHH KINH DOANH ĐỊA ỐC HƯNG PHÁT
WORLD MARIA JSC,WORLD MARIA JSC,CÔNG TY CỔ PHẦN WORLD MARIA
-1,-1,CÔNG TY CỔ PHẦN ED VIỆT NAM
-1,"THANH HIEU SERVICE TRANSPORT CO.,LTD",CÔNG TY TNHH DỊCH VỤ VẬN TẢI THÀNH HIẾU
TUYEN HANG JOINT STOCK COMPANY,TUYEN HANG JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN TUYỂN HẰNG
CÔNG TY TNHH MTV VẬN TẢI VÀ THƯƠNG MẠI TỔNG HỢP TUẤN BÌNH AN,CÔNG TY TNHH MTV VẬN TẢI VÀ THƯƠNG MẠI TỔNG HỢP TUẤN BÌNH AN,CÔNG TY TNHH MTV VẬN TẢI VÀ THƯƠNG MẠI TỔNG HỢP TUẤN BÌNH AN
-1,"BLACK FOX CO.,LTD",CÔNG TY TNHH CHỒN ĐEN
-1,"ADC HOAN MY CO.,LTD",CÔNG TY TNHH ADC HOÀN MỸ
THANH BINH MANUFACTURING AND TRADING DEVELOPMENT JOINT STOCK COMPANY,THANH BINH MANUFACTURING AND TRADING DEVELOPMENT JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN PHÁT TRIỂN SẢN XUẤT VÀ THƯƠNG MẠI THANH BÌNH
CÔNG TY TNHH XÂY DỰNG KIM SÁNG,CÔNG TY TNHH XÂY DỰNG KIM SÁNG,CÔNG TY TNHH XÂY DỰNG KIM SÁNG
"CTY PHUC KHANG CO.,LTD","CTY PHUC KHANG CO.,LTD",CÔNG TY TNHH DV TƯ VẤN XNK PHÚC KHANG
PRIMEBOOK INTERNATIONAL CORP,Primebook International Corporation,Công Ty Cổ Phần Quốc Tế Primebook
-1,-1,CÔNG TY CỔ PHẦN LINH CHI
-1,-1,CÔNG TY LUẬT TNHH MTV NGÀY MỚI
"SAREX CO.,LTD","SAREX CO.,LTD",CÔNG TY TNHH THƯƠNG MẠI VÀ VẬN TẢI QUỐC TẾ SAREX
-1,-1,Công Ty TNHH Bất Động Sản Tptland
-1,"INDIAN STONE CO., LTD",CÔNG TY TNHH ĐÁ ẤN ĐỘ
-1,-1,CÔNG TY TNHH TN BOOKS
"AIT ACCOUNTING & INFORMATICS CO.,LTD","AIT ACCOUNTING & INFORMATICS CO.,LTD",CÔNG TY TNHH DỊCH VỤ KẾ TOÁN VÀ ỨNG DỤNG TIN HỌC QUẢN LÝ AIT
HQC,HQC,CÔNG TY CỔ PHẦN HOÀNG LONG QUẢNG NINH
CÔNG TY TNHH BẢO NGỌC SƠN LA,CÔNG TY TNHH BẢO NGỌC SƠN LA,CÔNG TY TNHH 1 THÀNH VIÊN BẢO NGỌC SƠN LA
-1,-1,CÔNG TY TRÁCH NHIỆM HỮU HẠN DƯỢC PHẨM HOÀNG LÂM
VIET HOA PHAT DEVELOPMENT INVESTMENT JOINT STOCK COMPANY,VIET HOA PHAT DEVELOPMENT INVESTMENT JOINT STOCK COMPANY,CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN VIỆT HÒA PHÁT
LUONG GIA CONSTRUCTION AND TRADING COMPANY LIMITED,LUONG GIA CONSTRUCTION AND TRADING COMPANY LIMITED,CÔNG TY TNHH THƯƠNG MẠI VÀ XÂY DỰNG LƯƠNG GIA
-1,-1,CÔNG TY TNHH QUẢNG CÁO VIỆT S.I.G.N
"VOONKA VIETNAM CO.,LTD",VOONKA VIETNAM COMPANY LIMITED,CÔNG TY TNHH VOONKA VIETNAM
-1,Công Ty TNHH Mtv Sang Phát,Công Ty TNHH Mtv Sang Phát
"KENNEDY ACADEMY .,JSC","KENNEDY ACADEMY .,JSC",CÔNG TY CỔ PHẦN HỌC VIỆN KENNEDY
"D.T., LTD","D.T., LTD",CÔNG TY TNHH MỘT THÀNH VIÊN DƯƠNG THỦY
-1,"HUNG PHAT TRAVEL AND TRANSPORT, SERVICE COMPANY LIMITED","Công Ty TNHH Dịch Vụ, Vận Tải Và Du Lịch Hưng Phát"
-1,-1,CÔNG TY TNHH THƯƠNG MẠI QUANG NHI
SCOM VINA,SCOM VINA,CÔNG TY CỔ PHẦN LOGISTICS SCOM VINA
"NITA CO.,LTD",NITA CONSTRUCTION SERVICES COMPANY LIMITED,CÔNG TY TNHH DỊCH VỤ XÂY DỰNG NITA
-1,-1,CÔNG TY TNHH THƯƠNG MẠI KIM NHẬT NGUYÊN
-1,-1,CÔNG TY CỔ PHẦN SẢN XUẤT VÀ THƯƠNG MẠI HUY DŨNG
"THAO NGUYEN XANH EVENTS AND MEDIA ADVERTISING CO.,LTD","THAO NGUYEN XANH EVENTS AND MEDIA ADVERTISING CO.,LTD",CÔNG TY TNHH TRUYỀN THÔNG QUẢNG CÁO VÀ SỰ KIỆN THẢO NGUYÊN XANH
"LEPLUN IT MEDIA CO.,LTD","LEPLUN IT MEDIA CO.,LTD",CÔNG TY TNHH CÔNG NGHỆ THÔNG TIN VÀ TRUYỀN THÔNG LEPLUN
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ BOAR,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ BOAR,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ BOAR
-1,-1,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ HỢP BẢO
-1,CTC,CÔNG TY TNHH XÂY DỰNG VÀ THƯƠNG MẠI CÔNG TÂM
-1,-1,Công Ty TNHH Một Thành Viên Viễn Thông Hải Phúc
-1,"THAI BINH AN CO., LTD",CÔNG TY TNHH XÂY DỰNG THƯƠNG MẠI THÁI BÌNH AN
-1,-1,CÔNG TY TNHH GIẢI PHÁP NÔNG NGHIỆP ĐÔ THỊ MCG
-1,Minh Ngoc Phat Building Material Company Limited,Công Ty TNHH Vật Liệu Xây Dựng Minh Ngọc Phát
ESQUEL GARMENT MANUFACTURING VIETNAM ) CO. LTD,"ESQUEL GARMENT MANUFACTURING (VIET NAM) CO., LTD",CÔNG TY TNHH ESQUEL GARMENT MANUFACTURING (VIỆT NAM)
CÔNG TY TNHH MTV PHAN ĐỨC TRÍ,CÔNG TY TNHH MTV PHAN ĐỨC TRÍ,CÔNG TY TRÁCH NHIỆM HỮU HẠN MỘT THÀNH VIÊN PHAN ĐỨC TRÍ
GENERAL PACIFIC COMPANY LIMITED,GENERAL PACIFIC COMPANY LIMITED,CÔNG TY TNHH TỔNG THÁI BÌNH DƯƠNG
ANH MINH VIET NAM COMPANY LIMITED,ANH MINH VIET NAM COMPANY LIMITED,CÔNG TY TNHH ANH MINH VIỆT NAM
-1,-1,CÔNG TY CỔ PHẦN VCH
"SAN GOURP ADVERTISING SERVICES TRADING PRODUCTION CO.,LTD)","SAN GOURP ADVERTISING SERVICES TRADING PRODUCTION CO.,LTD)",CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI DỊCH VỤ QUẢNG CÁO SAN GOURP
"A VUONG .,JSC","A VUONG .,JSC",CÔNG TY CỔ PHẦN XD & TM Á VƯƠNG
-1,-1,CÔNG TY TNHH ĐẠI CÁT LỢI
-1,-1,CÔNG TY TNHH KHANG NGỌC THỊNH
-1,-1,CÔNG TY TNHH THƯƠNG MẠI CÔNG NGHỆ TẤN LỘC
-1,-1,CÔNG TY TNHH PHẦN MỀM - THƯƠNG MẠI VÀ DỊCH VỤ THANH LONG
"HATECHCO.,JSC","HATECHCO.,JSC",CÔNG TY CP TƯ VẤN ĐẦU TƯ PHÁT TRIỂN CÔNG NGHỆ HÀ TĨNH
-1,-1,CÔNG TY TNHH MAY MẶC XK - TM - DV AN PHÚC
-1,"HT TECH SERVICE CO.,LTD",CÔNG TY TNHH CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI DỊCH VỤ CÔNG NGHỆ HOÀNG TRẦN
BAO HUNG CONSULTANT AND INVESTMENT CONSTRUCTION COMPANY LIMI,BAO HUNG CONSULTANT AND INVESTMENT CONSTRUCTION COMPANY LIMI,CÔNG TY TNHH TƯ VẤN VÀ ĐẦU TƯ XÂY DỰNG BẢO HƯNG
-1,-1,Công Ty TNHH Dịch Vụ Thương Mại Sản Xuất Xây Dựng N & T
-1,-1,CÔNG TY CỔ PHẦN KHAI THÁC KHOÁNG SẢN VÀ ĐẦU TƯ XÂY DỰNG TRƯỜNG THÀNH
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN XUÂN KIỀU ANH
"LONG FEN CO.,LTD","LONG FEN CO.,LTD",CÔNG TY TNHH MỘT THÀNH VIÊN TM DV XNK VIỆT CƯỜNG PHÁT
-1,-1,CÔNG TY TNHH THƯƠNG MẠI THANH LÂM
-1,"GS BOAT CO.,LTD",CÔNG TY TNHH CÔNG NGHỆ TÀU THỦY GS
-1,An Phat Cafe Company Limited,Công Ty TNHH An Phát Cafe
CÔNG TY TNHH MTV LƯƠNG MẠNH TÀI,Công Ty TNHH Một Thành Viên Lương Mạnh Tài,Công Ty TNHH Một Thành Viên Lương Mạnh Tài
-1,-1,CÔNG TY TNHH THƯƠNG MẠI VÀ VẬN TẢI ALP
PHONG HOA SOLAR POWER JOINT STOCK COMPANY,Phong Hoa Solar Power Joint Stock Company,Công Ty Cổ Phần Điện Mặt Trời Phong Hòa
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN XÂY DỰNG THƯƠNG MẠI SANG HÀ
"HEALTH CARE CO., LTD","HEALTH CARE CO., LTD",CÔNG TY TNHH CHĂM SÓC SỨC KHỎE
"BAO MINH TRADING INVESTMENT AND SERVICE DEVELOPMENT CO., LTD","BAO MINH TRADING INVESTMENT AND SERVICE DEVELOPMENT CO., LTD",CÔNG TY TNHH ĐẦU TƯ THƯƠNG MẠI VÀ PHÁT TRIỂN DỊCH VỤ BẢO MINH
-1,"DT LOGISTICS CO.,LTD",CÔNG TY TNHH ĐẠI TRÍ LOGISTICS
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN BẢO NGÂN ĐỨC HÒA L.A
-1,-1,CÔNG TY CỔ PHẦN XÂY DỰNG SÔNG NGÂN
-1,-1,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ THÔNG TIN NGỌN ĐUỐC VIỆT
-1,-1,CÔNG TY TNHH XUẤT NHẬP KHẨU ÂU VIỆT
CÔNG TY TNHH TM XD VT VŨ DƯƠNG,CÔNG TY TNHH TM XD VT VŨ DƯƠNG,CÔNG TY TNHH THƯƠNG MẠI XÂY DỰNG VẬN TẢI VŨ DƯƠNG
-1,-1,CÔNG TY TNHH VĂN HÓA VÀ TRUYỀN THÔNG ĐẠI MINH
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN BÙI MỸ YẾN
-1,GAMA PROPERTY SERVICES CO.LTD,Công Ty TNHH Dịch Vụ Bất Động Sản Gama
-1,"DU LAM VINA CO., LTD",CÔNG TY TNHH DƯ LÂM VINA
CTY TNHH TÂM PHÁT CẦN THƠ,-1,CÔNG TY TNHH TÂM PHÁT CẦN THƠ
-1,-1,CÔNG TY TRÁCH NHIỆM HỮU HẠN ORGANIC MASTER
-1,Công Ty TNHH Võ Tuyết,Công Ty TNHH Võ Tuyết
-1,-1,CÔNG TY DỊCH VỤ QUẢN LÝ DỰ ÁN NDV
-1,-1,CÔNG TY TNHH DỊCH VỤ THƯƠNG MẠI THẢO VY
-1,-1,CÔNG TY TNHH NỘI THẤT CƯỜNG THỊNH
-1,TRI DUC COMPANY LIMITED,CÔNG TY TRÁCH NHIỆM HỮU HẠN TRÍ ĐỨC
-1,-1,CÔNG TY CỔ PHẦN TƯ VẤN VÀ ĐẦU TƯ XD VIỆT PHÁT
-1,-1,CÔNG TY TNHH ĐẦU TƯ BẤT ĐỘNG SẢN MINH ĐĂNG
"ORANGE BLOSSOM CO., LTD",ORANGE BLOSSOM SERVICE COMPANY LIMITED,CÔNG TY TNHH DỊCH VỤ ORANGE BLOSSOM
-1,CÔNG TY TNHH KIM TIỀN,CÔNG TY TNHH KIM TIỀN
-1,-1,CÔNG TY TNHH THIẾT BỊ PHỤ TÙNG MÁY
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN NGỌC TÚ
-1,-1,CÔNG TY THƯƠNG MẠI PHƯỚC SƠN
-1,Công Ty TNHH Mtv Sự Kiện Mới Thành Nam,Công Ty TNHH Mtv Sự Kiện Mới Thành Nam
-1,-1,CÔNG TY TNHH HÀ LÊ LÂM ĐỒNG
-1,-1,Công Ty TNHH Đầu Tư Và Tư Vấn Xây Dựng Hoàng Việt
AN THAI HUNG CONSTRUCTION COMPANY LIMITED,AN THAI HUNG CONSTRUCTION COMPANY LIMITED,CÔNG TY TNHH XÂY DỰNG CÔNG TRÌNH AN THÁI HƯNG
-1,-1,CÔNG TY TNHH NÔNG DƯỢC AN PHƯỚC THÀNH
-1,ISE SAI GON COMPANY LIMITED,CÔNG TY TNHH ISE SÀI GÒN
-1,-1,CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHỆ NAM PHƯƠNG
-1,-1,CÔNG TY CỔ PHẦN ĐẦU TƯ THÁI DƯƠNG SÀI GÒN
-1,Five Target Jsc,Công Ty Cổ Phần Five Target
SDTC,SDTC,CÔNG TY CỔ PHẦN MUA BÁN NỢ MIỀN NAM
-1,-1,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ SẮT THÉP CHÂU THANH
-1,-1,CÔNG TY TNHH MỘT THÀNH VIÊN VIET DAWN
"M&H VN.,JSC","M&H VN.,JSC",CÔNG TY CỔ PHẦN TƯ VẤN ĐẦU TƯ VÀ ĐÀO TẠO M&H
-1,-1,CÔNG TY TNHH 66 MINH KHANG
-1,"KEN TECH VIETNAM CO., LTD",CÔNG TY TNHH KEN TECH VIỆT NAM
CÔNG TY MTV DUY THÂM,CÔNG TY MTV DUY THÂM,CÔNG TY TNHH MỘT THÀNH VIÊN DUY THÂM
